,Global_reactive_power,Voltage,Global_intensity,Date_day,Date_month,hour,minute,Total_sub_metering
1779083,0.058,237.5,1.8,5.0,5.0,4.0,47.0,3.0
1980549,0.168,240.28,1.4,22.0,9.0,2.0,33.0,3.0
947202,0.134,233.41,5.8,10.0,4.0,12.0,6.0,18.0
1327712,0.268,239.86,6.6,25.0,6.0,17.0,56.0,19.0
16021,0.0,242.57,8.4,27.0,12.0,20.0,25.0,18.0
1355155,0.362,240.33,8.6,14.0,7.0,19.0,19.0,30.0
1035876,0.074,245.0,4.0,12.0,5.0,2.0,0.0,0.0
1262531,0.0,237.37,5.4,5.0,11.0,11.0,35.0,17.0
2057425,0.24,237.3,12.2,14.0,11.0,11.0,49.0,0.0
680110,0.118,242.47,1.4,4.0,2.0,0.0,34.0,0.0
107951,0.224,238.82,6.0,3.0,1.0,16.0,35.0,20.0
1659720,0.066,240.83,7.0,2.0,11.0,7.0,24.0,18.0
485027,0.224,247.05,6.4,18.0,11.0,13.0,11.0,0.0
1734108,0.148,244.54,2.2,4.0,3.0,23.0,12.0,1.0
1604138,0.116,239.89,10.2,1.0,3.0,17.0,2.0,18.0
200588,0.204,236.92,1.4,5.0,5.0,0.0,32.0,0.0
1662899,0.276,237.51,13.9,13.0,2.0,12.0,23.0,38.0
871696,0.122,240.81,0.8,13.0,8.0,1.0,40.0,1.0
1542297,0.352,235.02,13.9,21.0,11.0,18.0,21.0,17.0
2004675,0.404,240.83,10.6,10.0,8.0,20.0,39.0,2.0
1385963,0.124,241.41,5.4,8.0,5.0,4.0,47.0,18.0
357737,0.0,241.12,0.4,22.0,8.0,3.0,41.0,0.0
291053,0.40800000000000003,237.09,10.8,7.0,6.0,20.0,17.0,17.0
585473,0.08,243.93,1.2,27.0,1.0,7.0,17.0,0.0
113290,0.09,238.56,5.6,3.0,5.0,9.0,34.0,17.0
333661,0.174,233.22500000000002,13.9,8.0,5.0,10.0,25.0,16.0
1850379,0.248,242.29,1.6,23.0,6.0,17.0,3.0,3.0
722621,0.242,242.78,1.8,5.0,1.0,13.0,5.0,1.0
1933432,0.12389290560382264,240.82676954857766,4.647313526540645,20.0,8.0,9.0,16.0,7.813293638738684
787396,0.368,234.93,13.9,15.0,6.0,12.0,40.0,19.0
922630,0.362,235.61,13.9,17.0,9.0,10.0,34.0,17.0
248681,0.196,233.22500000000002,1.6,6.0,7.0,10.0,5.0,2.0
1281742,0.152,238.2,8.6,24.0,5.0,19.0,46.0,30.0
551284,0.288,244.07,2.4,1.0,3.0,13.0,28.0,0.0
941207,0.078,239.54,8.2,30.0,9.0,8.0,11.0,19.0
1984331,0.082,242.34,1.2,24.0,9.0,17.0,35.0,1.0
2051334,0.21,240.52,2.0,11.0,10.0,6.0,18.0,2.0
1382605,0.0,239.85,0.6,8.0,2.0,20.0,49.0,0.0
1923516,0.116,240.02,1.2,13.0,8.0,12.0,0.0,1.0
4224,0.224,241.98,2.4,19.0,12.0,15.0,48.0,1.0
1243568,0.0,243.46,8.2,28.0,4.0,7.0,32.0,19.0
1062379,0.258,238.74,6.6,23.0,12.0,11.0,43.0,19.0
2047182,0.248,242.1,2.2,11.0,7.0,9.0,6.0,2.0
1131057,0.07,247.74,1.2,2.0,9.0,4.0,21.0,0.0
1671353,0.072,242.45,7.4,19.0,2.0,9.0,17.0,19.0
1358710,0.0,241.34,0.6,17.0,7.0,6.0,34.0,0.0
434772,0.078,237.11,13.9,14.0,10.0,15.0,36.0,21.0
879732,0.0,240.18,0.2,18.0,8.0,15.0,36.0,1.0
752149,0.124,239.47,1.4,22.0,5.0,1.0,13.0,0.0
1933336,0.12389290560382264,240.82676954857766,4.647313526540645,20.0,8.0,7.0,40.0,7.813293638738684
1264433,0.26,240.65,2.6,5.0,12.0,19.0,17.0,1.0
395681,0.094,237.29,1.0,17.0,9.0,12.0,5.0,0.0
747191,0.222,241.84,1.6,18.0,5.0,14.0,35.0,1.0
987519,0.192,239.4,2.8,11.0,1.0,12.0,3.0,1.0
1602562,0.0,245.69,1.0,1.0,2.0,14.0,46.0,1.0
37829,0.0,243.37,4.8,1.0,11.0,23.0,53.0,0.0
1663377,0.166,241.87,7.0,13.0,2.0,20.0,21.0,19.0
799043,0.184,236.94,6.0,23.0,6.0,14.0,47.0,18.0
464426,0.0,242.29,0.8,11.0,4.0,5.0,50.0,0.0
581634,0.0,244.95,1.4,24.0,1.0,15.0,18.0,0.0
1537207,0.40800000000000003,239.98,9.0,18.0,11.0,5.0,31.0,29.0
180373,0.114,242.53,1.0,20.0,4.0,23.0,37.0,2.0
866273,0.138,239.82,0.8,8.0,9.0,7.0,17.0,3.0
319262,0.202,233.72,1.4,26.0,7.0,10.0,26.0,0.0
983009,0.182,240.91,3.6,29.0,10.0,8.0,53.0,1.0
325846,0.1,239.07,0.8,31.0,7.0,0.0,10.0,0.0
1197266,0.09,244.22,1.8,27.0,3.0,3.0,50.0,2.0
1341370,0.164,242.64,1.6,7.0,5.0,5.0,34.0,1.0
1667045,0.0,243.82,5.6,16.0,2.0,9.0,29.0,19.0
114304,0.0,241.98,0.8,3.0,6.0,2.0,28.0,0.0
655425,0.19,237.37,11.4,15.0,3.0,21.0,9.0,1.0
784596,0.122,239.62,1.6,13.0,6.0,14.0,0.0,0.0
282542,0.054,239.45,5.0,30.0,6.0,22.0,26.0,0.0
578998,0.052,235.61,2.4,22.0,1.0,19.0,22.0,0.0
299114,0.0,238.9,0.6,7.0,12.0,10.0,38.0,0.0
387649,0.118,237.25,12.8,9.0,11.0,22.0,13.0,17.0
408209,0.09,241.59,1.2,26.0,9.0,4.0,53.0,0.0
1168170,0.084,243.82,1.6,3.0,6.0,22.0,54.0,2.0
311319,0.138,237.39,7.6,20.0,7.0,22.0,3.0,17.0
1031884,0.0,242.49,9.0,12.0,2.0,7.0,28.0,18.0
1751558,0.186,244.23,1.8,16.0,4.0,2.0,2.0,1.0
1296394,0.078,241.21,0.8,6.0,3.0,23.0,58.0,1.0
1451134,0.40800000000000003,236.15,8.4,19.0,9.0,10.0,58.0,19.0
174664,0.13,243.55,1.2,17.0,4.0,0.0,28.0,1.0
885139,0.14,240.31,0.8,22.0,8.0,9.0,43.0,1.0
1987258,0.12389290560382264,240.82676954857766,4.647313526540645,26.0,9.0,18.0,22.0,7.813293638738684
335326,0.074,233.22500000000002,1.0,8.0,6.0,14.0,10.0,0.0
1483419,0.214,241.13,5.2,10.0,11.0,21.0,3.0,3.0
1671425,0.064,241.43,6.6,19.0,2.0,10.0,29.0,19.0
1937509,0.0,241.54,0.8,23.0,8.0,5.0,13.0,0.0
787794,0.40800000000000003,235.47,13.9,15.0,6.0,19.0,18.0,36.0
1883331,0.0,241.03,3.0,16.0,7.0,14.0,15.0,0.0
1833697,0.0,242.94,0.8,6.0,12.0,3.0,1.0,1.0
907139,0.104,238.25,5.6,9.0,6.0,16.0,23.0,18.0
316655,0.0,237.1,0.6,24.0,7.0,14.0,59.0,0.0
521799,0.0,245.8,1.0,14.0,12.0,2.0,3.0,0.0
1543259,0.08,240.31,6.4,22.0,11.0,10.0,23.0,18.0
548394,0.40800000000000003,236.87,13.9,1.0,1.0,13.0,18.0,37.0
2040714,0.048,245.23,5.0,11.0,2.0,21.0,18.0,2.0
2024389,0.078,244.37,5.8,22.0,10.0,13.0,13.0,19.0
1989779,0.12389290560382264,240.82676954857766,4.647313526540645,28.0,9.0,12.0,23.0,7.813293638738684
739934,0.0,242.53,0.6,13.0,5.0,13.0,38.0,1.0
1002905,0.08,239.28,5.2,11.0,12.0,4.0,29.0,0.0
1958936,0.062,242.85,0.8,9.0,7.0,2.0,20.0,1.0
1072654,0.048,246.26,5.2,30.0,12.0,14.0,58.0,0.0
41208,0.0,243.49,0.8,14.0,1.0,8.0,12.0,0.0
1158428,0.116,246.34,1.6,28.0,2.0,4.0,32.0,0.0
1045691,0.168,242.52,3.4,12.0,11.0,21.0,35.0,2.0
340869,0.0,233.22500000000002,12.2,8.0,10.0,10.0,33.0,41.0
720492,0.178,240.17,12.4,30.0,4.0,1.0,36.0,19.0
1904644,0.142,238.63,1.4,31.0,7.0,9.0,28.0,1.0
2070167,0.0,233.9,5.6,23.0,11.0,8.0,11.0,18.0
1239301,0.234,240.8,2.4,25.0,4.0,8.0,25.0,0.0
426812,0.198,240.41,1.8,10.0,9.0,2.0,56.0,0.0
844010,0.34,240.17,2.2,24.0,7.0,20.0,14.0,2.0
886094,0.156,242.2,1.0,23.0,8.0,1.0,38.0,1.0
1568391,0.40800000000000003,236.85,13.9,12.0,9.0,21.0,15.0,2.0
1001913,0.28,235.7,13.9,11.0,11.0,11.0,57.0,17.0
1281561,0.338,239.79,7.4,24.0,5.0,16.0,45.0,18.0
264766,0.122,240.06,0.8,18.0,6.0,14.0,10.0,1.0
566441,0.088,246.15,1.2,14.0,1.0,2.0,5.0,2.0
1992661,0.056,244.36,1.2,30.0,9.0,12.0,25.0,2.0
1723742,0.248,235.64,8.8,27.0,3.0,18.0,26.0,18.0
1472940,0.232,236.01,13.6,10.0,4.0,14.0,24.0,45.0
37400,0.4,239.47,12.0,1.0,11.0,16.0,44.0,20.0
948950,0.228,244.31,2.2,10.0,5.0,17.0,14.0,1.0
1790903,0.066,242.46,1.4,13.0,5.0,9.0,47.0,0.0
1354816,0.142,242.42,1.2,14.0,7.0,13.0,40.0,1.0
1824161,0.40800000000000003,236.14,13.4,6.0,5.0,12.0,5.0,18.0
571421,0.078,240.75,5.6,17.0,1.0,13.0,5.0,18.0
1352995,0.106,243.69,1.0,13.0,7.0,7.0,19.0,1.0
470189,0.0,243.3,1.0,11.0,8.0,5.0,53.0,0.0
730290,0.244,240.79,2.2,5.0,6.0,20.0,54.0,2.0
809660,0.086,239.8,5.2,30.0,6.0,23.0,44.0,18.0
193818,0.12389290560382264,240.82676954857766,4.647313526540645,30.0,4.0,7.0,42.0,7.813293638738684
860884,0.0,239.13,0.6,8.0,5.0,13.0,28.0,0.0
1197475,0.0,239.49,10.2,27.0,3.0,7.0,19.0,18.0
1734755,0.0,236.36,7.8,4.0,4.0,9.0,59.0,17.0
107098,0.0,245.14,1.0,3.0,1.0,2.0,22.0,0.0
2015958,0.0,241.55,1.0,16.0,10.0,16.0,42.0,0.0
1183763,0.142,240.17,1.4,17.0,3.0,18.0,47.0,0.0
516870,0.074,244.95,2.2,12.0,10.0,15.0,54.0,0.0
1943537,0.078,237.56,5.6,27.0,8.0,9.0,41.0,18.0
318703,0.064,233.26,1.0,26.0,7.0,1.0,7.0,0.0
873466,0.146,239.16,1.0,14.0,8.0,7.0,10.0,0.0
1161627,0.176,241.08,6.2,3.0,2.0,9.0,51.0,18.0
1850187,0.108,240.97,1.0,23.0,6.0,13.0,51.0,2.0
174964,0.126,240.01,1.4,17.0,4.0,5.0,28.0,0.0
97349,0.108,236.35,13.9,22.0,2.0,7.0,53.0,17.0
1660830,0.0,246.97,1.0,2.0,12.0,1.0,54.0,1.0
402708,0.0,238.07,5.2,22.0,9.0,9.0,12.0,18.0
1308937,0.068,242.29,2.0,6.0,12.0,17.0,1.0,0.0
30170,0.116,240.73,3.8,1.0,6.0,16.0,14.0,0.0
1189193,0.094,244.43,7.0,21.0,3.0,13.0,17.0,19.0
266128,0.116,238.35,1.2,19.0,6.0,12.0,52.0,0.0
1352750,0.122,242.95,1.0,13.0,7.0,3.0,14.0,1.0
1942163,0.1,240.29,1.4,26.0,8.0,10.0,47.0,1.0
362357,0.13,241.07,1.0,25.0,8.0,8.0,41.0,0.0
732983,0.24,241.82,2.8,5.0,8.0,17.0,47.0,5.0
713393,0.0,239.99,1.0,25.0,4.0,3.0,17.0,1.0
1617176,0.12389290560382264,240.82676954857766,4.647313526540645,1.0,12.0,18.0,20.0,7.813293638738684
864315,0.276,241.58,1.4,8.0,7.0,22.0,39.0,3.0
1082994,0.378,239.39,13.2,1.0,6.0,19.0,18.0,19.0
870316,0.256,240.03,1.4,8.0,12.0,2.0,40.0,2.0
656959,0.0,241.47,7.0,16.0,3.0,22.0,43.0,18.0
411966,0.40800000000000003,235.85,7.0,28.0,9.0,19.0,30.0,0.0
840533,0.0,239.39,0.6,22.0,7.0,10.0,17.0,1.0
1788764,0.0,240.09,1.4,5.0,11.0,22.0,8.0,1.0
167146,0.126,243.05,1.4,4.0,11.0,19.0,10.0,0.0
1747736,0.068,238.91,5.8,13.0,4.0,10.0,20.0,18.0
148688,0.122,242.54,1.4,29.0,3.0,23.0,32.0,0.0
1385386,0.246,243.23,1.6,8.0,4.0,19.0,10.0,1.0
445574,0.0,243.29,1.4,22.0,10.0,3.0,38.0,0.0
454468,0.0,242.71,0.8,28.0,10.0,7.0,52.0,0.0
822406,0.40800000000000003,239.37,11.8,7.0,9.0,20.0,10.0,18.0
842570,0.136,241.89,1.6,23.0,7.0,20.0,14.0,0.0
950475,0.0,241.24,1.8,10.0,6.0,18.0,39.0,0.0
568366,0.052,241.21,5.8,15.0,1.0,10.0,10.0,18.0
128522,0.194,241.8,3.6,15.0,3.0,23.0,26.0,0.0
622600,0.088,241.84,5.8,22.0,2.0,2.0,4.0,18.0
656258,0.048,237.21,5.8,16.0,3.0,11.0,2.0,17.0
897975,0.0,239.92,0.2,31.0,8.0,7.0,39.0,0.0
580162,0.188,243.33,6.4,23.0,1.0,14.0,46.0,21.0
1817692,0.18,244.05,1.8,6.0,1.0,0.0,16.0,3.0
1598007,0.266,240.93,9.8,30.0,12.0,10.0,51.0,18.0
303939,0.12389290560382264,240.82676954857766,4.647313526540645,15.0,7.0,19.0,3.0,7.813293638738684
1857337,0.09,240.44,1.0,28.0,6.0,13.0,1.0,1.0
1991041,0.154,238.97,6.4,29.0,9.0,9.0,25.0,19.0
1225354,0.14,242.54,1.8,15.0,4.0,15.0,58.0,1.0
325554,0.138,234.27,1.4,30.0,7.0,19.0,18.0,0.0
316645,0.114,236.28,1.0,24.0,7.0,14.0,49.0,0.0
458424,0.0,242.73,1.0,31.0,10.0,1.0,48.0,0.0
1526147,0.242,238.98,6.2,11.0,10.0,13.0,11.0,19.0
1340399,0.33,239.38,6.0,7.0,4.0,13.0,23.0,19.0
900798,0.118,237.62,3.4,9.0,2.0,6.0,42.0,9.0
405426,0.222,238.86,6.4,24.0,9.0,6.0,30.0,19.0
1966445,0.222,244.48,1.6,9.0,12.0,7.0,29.0,3.0
60693,0.076,240.61,9.8,27.0,1.0,20.0,57.0,19.0
262710,0.236,244.21,1.4,17.0,6.0,3.0,54.0,2.0
390247,0.218,238.12,3.2,13.0,9.0,17.0,31.0,2.0
1061614,0.082,239.51,8.6,22.0,12.0,22.0,58.0,18.0
374580,0.15,238.27,3.8,9.0,2.0,20.0,24.0,0.0
2015381,0.0,239.91,8.6,16.0,10.0,7.0,5.0,18.0
699407,0.058,238.71,5.6,15.0,4.0,10.0,11.0,19.0
1624057,0.24,239.84,6.8,17.0,1.0,13.0,1.0,19.0
1073929,0.22,244.58,8.0,31.0,12.0,12.0,13.0,18.0
1996190,0.0,242.58,6.0,10.0,2.0,23.0,14.0,19.0
1948957,0.102,241.37,1.4,31.0,8.0,4.0,1.0,1.0
177305,0.228,240.27,3.0,18.0,4.0,20.0,29.0,0.0
1391776,0.094,242.12,5.2,8.0,9.0,5.0,40.0,18.0
1702320,0.066,238.91,4.2,3.0,12.0,21.0,24.0,0.0
428414,0.048,241.73,1.2,10.0,10.0,5.0,38.0,1.0
311732,0.072,235.68,0.8,21.0,7.0,4.0,56.0,1.0
1840984,0.09,238.72,1.2,17.0,6.0,4.0,28.0,0.0
1344157,0.12,242.49,1.0,7.0,7.0,4.0,1.0,3.0
1114734,0.0,237.17,13.9,28.0,1.0,20.0,18.0,17.0
184690,0.094,236.87,1.2,23.0,4.0,23.0,34.0,0.0
382320,0.098,242.51,0.8,9.0,8.0,5.0,24.0,1.0
1343873,0.40800000000000003,242.74,9.4,7.0,6.0,23.0,17.0,31.0
46813,0.0,242.18,0.8,18.0,1.0,5.0,37.0,0.0
600073,0.062,233.22500000000002,6.0,2.0,6.0,10.0,37.0,16.0
503561,0.146,235.73,13.9,12.0,1.0,10.0,5.0,18.0
1862203,0.40800000000000003,237.71,5.2,7.0,1.0,22.0,7.0,3.0
1446626,0.0,236.05,13.9,16.0,9.0,7.0,50.0,18.0
373239,0.36,239.13,9.8,9.0,1.0,22.0,3.0,0.0
1256789,0.226,240.52,2.0,5.0,7.0,11.0,53.0,1.0
182852,0.0,238.48,5.8,22.0,4.0,16.0,56.0,17.0
2018714,0.05,244.5,6.2,18.0,10.0,14.0,38.0,19.0
1865936,0.118,240.64,1.2,7.0,4.0,12.0,20.0,1.0
666759,0.0,243.38,5.8,23.0,3.0,18.0,3.0,18.0
1425738,0.074,240.31,2.2,9.0,1.0,19.0,42.0,1.0
1846505,0.106,246.05,1.4,21.0,6.0,0.0,29.0,1.0
1271050,0.12,240.76,1.8,17.0,5.0,9.0,34.0,1.0
393491,0.148,242.14,3.0,15.0,9.0,23.0,35.0,2.0
1796586,0.088,241.04,6.0,17.0,5.0,8.0,30.0,18.0
1260857,0.0,240.4,1.4,5.0,10.0,7.0,41.0,0.0
1066119,0.0,248.625,0.8,26.0,12.0,2.0,3.0,0.0
1274323,0.208,240.85,1.8,19.0,5.0,16.0,7.0,1.0
1316123,0.096,242.6,0.8,17.0,6.0,16.0,47.0,1.0
143126,0.396,247.77,2.4,26.0,3.0,2.0,50.0,1.0
245672,0.162,233.22500000000002,5.6,6.0,5.0,7.0,56.0,18.0
293843,0.094,239.73,2.6,7.0,8.0,18.0,47.0,2.0
1373988,0.28,242.58,4.0,27.0,7.0,21.0,12.0,14.0
968701,0.05,238.95,8.2,19.0,10.0,10.0,25.0,24.0
449404,0.0,233.22500000000002,13.9,24.0,10.0,19.0,28.0,0.0
272732,0.354,242.19,2.0,24.0,6.0,2.0,56.0,1.0
38245,0.24,240.82,8.2,1.0,12.0,6.0,49.0,17.0
1573192,0.0,248.625,1.0,13.0,12.0,5.0,16.0,1.0
237909,0.0,236.13,2.2,30.0,5.0,22.0,33.0,0.0
861072,0.082,237.04,0.8,8.0,5.0,16.0,36.0,0.0
1715757,0.114,242.55,1.4,22.0,3.0,5.0,21.0,2.0
531329,0.06,245.57,5.6,20.0,12.0,16.0,53.0,19.0
833832,0.194,240.09,6.6,17.0,7.0,18.0,36.0,20.0
1885639,0.126,242.48,1.2,18.0,7.0,4.0,43.0,0.0
1538188,0.084,234.11,13.9,18.0,11.0,21.0,52.0,0.0
1484652,0.078,242.67,1.2,10.0,12.0,17.0,36.0,2.0
1698884,0.208,244.18,7.4,3.0,10.0,12.0,8.0,19.0
1729604,0.406,238.65,9.2,31.0,3.0,20.0,8.0,0.0
1164660,0.062,245.16,1.8,3.0,4.0,12.0,24.0,2.0
2002575,0.058,240.6,5.8,10.0,7.0,9.0,39.0,18.0
1107377,0.25,237.86,6.2,23.0,1.0,17.0,41.0,0.0
1346378,0.12,243.59,1.4,7.0,8.0,17.0,2.0,1.0
1339856,0.0,244.28,0.6,7.0,4.0,4.0,20.0,0.0
1261397,0.27,242.8,8.0,5.0,10.0,16.0,41.0,24.0
1105893,0.088,243.97,1.8,22.0,1.0,16.0,57.0,0.0
113579,0.198,241.6,7.2,3.0,5.0,14.0,23.0,20.0
1981957,0.174,237.55,5.8,23.0,9.0,2.0,1.0,19.0
64461,0.136,241.53,7.4,30.0,1.0,11.0,45.0,0.0
1805076,0.14,243.45,1.6,23.0,5.0,6.0,0.0,1.0
1442896,0.0,239.17,5.0,13.0,9.0,17.0,40.0,18.0
951739,0.0,240.19,1.2,10.0,7.0,15.0,43.0,0.0
129857,0.068,237.25,8.0,16.0,3.0,21.0,41.0,18.0
1719430,0.114,239.47,1.4,24.0,3.0,18.0,34.0,0.0
1176415,0.19,243.21,8.2,3.0,12.0,16.0,19.0,19.0
1123172,0.088,243.62,5.8,2.0,3.0,16.0,56.0,18.0
78281,0.136,244.8,1.4,2.0,9.0,2.0,5.0,0.0
888784,0.0,243.44,0.2,24.0,8.0,22.0,28.0,1.0
679027,0.102,241.71,1.4,4.0,1.0,6.0,31.0,0.0
941962,0.198,238.7,9.6,30.0,9.0,20.0,46.0,1.0
405661,0.074,235.07,0.8,24.0,9.0,10.0,25.0,1.0
918615,0.2,238.41,3.4,14.0,9.0,15.0,39.0,1.0
1724877,0.092,239.26,5.8,28.0,3.0,13.0,21.0,18.0
913968,0.29,236.33,5.8,9.0,11.0,10.0,12.0,18.0
114335,0.0,242.14,1.4,3.0,6.0,2.0,59.0,0.0
737399,0.168,239.49,4.2,5.0,11.0,19.0,23.0,1.0
246437,0.40800000000000003,234.87,13.9,6.0,5.0,20.0,41.0,0.0
1704108,0.0,244.46,1.2,14.0,3.0,3.0,12.0,0.0
918689,0.052,240.54,2.2,14.0,9.0,16.0,53.0,1.0
1980942,0.0,236.17,13.9,22.0,9.0,9.0,6.0,18.0
491460,0.118,247.58,1.4,23.0,11.0,0.0,24.0,0.0
1928504,0.174,239.97,6.2,16.0,8.0,23.0,8.0,1.0
1831528,0.228,240.92,1.8,6.0,10.0,14.0,52.0,2.0
1237524,0.258,240.25,4.2,24.0,4.0,2.0,48.0,10.0
639379,0.0,237.37,13.9,3.0,4.0,17.0,43.0,44.0
1700419,0.228,241.77,6.2,3.0,11.0,13.0,43.0,19.0
1979253,0.132,241.06,1.4,21.0,9.0,4.0,57.0,1.0
537457,0.08,241.27,2.2,24.0,12.0,23.0,1.0,0.0
2058836,0.0,234.04,5.6,15.0,11.0,11.0,20.0,17.0
190079,0.106,235.89,2.4,27.0,4.0,17.0,23.0,0.0
306253,0.208,233.22500000000002,1.6,17.0,7.0,9.0,37.0,1.0
1403895,0.248,240.29,1.6,17.0,8.0,15.0,39.0,2.0
813274,0.126,238.25,1.0,7.0,3.0,11.0,58.0,1.0
1148596,0.05,241.83,2.4,21.0,2.0,8.0,40.0,0.0
1105289,0.074,244.16,3.0,22.0,1.0,6.0,53.0,0.0
82918,0.098,238.56,9.2,2.0,12.0,7.0,22.0,17.0
529571,0.13,240.86,6.2,19.0,12.0,11.0,35.0,18.0
1863771,0.146,242.34,2.2,7.0,3.0,0.0,15.0,1.0
1182073,0.062,241.53,1.2,16.0,3.0,14.0,37.0,0.0
1438156,0.092,239.04,0.8,9.0,10.0,10.0,40.0,2.0
334404,0.108,234.88,5.2,8.0,5.0,22.0,48.0,17.0
1456142,0.332,244.51,2.8,22.0,9.0,22.0,26.0,2.0
1601766,0.178,247.93,1.6,1.0,2.0,1.0,30.0,0.0
903908,0.086,238.33,5.8,9.0,4.0,10.0,32.0,18.0
1425519,0.08,243.18,1.4,9.0,1.0,16.0,3.0,2.0
1457279,0.244,243.79,1.6,23.0,9.0,17.0,23.0,1.0
973152,0.096,242.72,3.4,22.0,10.0,12.0,36.0,0.0
146789,0.056,244.53,6.4,28.0,3.0,15.0,53.0,19.0
840107,0.084,238.56,1.0,22.0,7.0,3.0,11.0,0.0
569648,0.092,238.84,8.8,16.0,1.0,7.0,32.0,19.0
129766,0.1,233.95,13.2,16.0,3.0,20.0,10.0,23.0
628504,0.082,241.57,1.2,26.0,2.0,4.0,28.0,0.0
1584884,0.052,246.18,5.2,21.0,12.0,8.0,8.0,19.0
601403,0.05,240.31,6.8,2.0,7.0,8.0,47.0,18.0
1176592,0.0,239.55,4.6,3.0,12.0,19.0,16.0,0.0
228707,0.088,235.59,1.4,24.0,5.0,13.0,11.0,0.0
333038,0.0,233.22500000000002,12.6,8.0,5.0,0.0,2.0,16.0
1359790,0.288,239.43,3.2,18.0,7.0,0.0,34.0,8.0
1750299,0.0,241.33,1.0,15.0,4.0,5.0,3.0,1.0
1507391,0.128,244.57,1.4,28.0,10.0,12.0,35.0,0.0
419967,0.064,237.54,8.0,10.0,4.0,8.0,51.0,18.0
1805326,0.212,239.88,8.2,23.0,5.0,10.0,10.0,18.0
1371588,0.144,242.61,1.2,26.0,7.0,5.0,12.0,1.0
763674,0.086,240.55,1.2,30.0,5.0,1.0,18.0,0.0
1847173,0.126,240.14,6.6,21.0,6.0,11.0,37.0,21.0
1524278,0.0,244.85,1.0,11.0,9.0,6.0,2.0,1.0
748101,0.108,238.82,1.2,19.0,5.0,5.0,45.0,2.0
1195846,0.0,243.8,1.0,26.0,3.0,4.0,10.0,0.0
730901,0.192,237.45,7.4,5.0,7.0,7.0,5.0,18.0
502272,0.18,245.62,6.2,30.0,11.0,12.0,36.0,20.0
997237,0.064,240.52,1.2,11.0,8.0,6.0,1.0,0.0
128080,0.152,241.19,12.4,15.0,3.0,16.0,4.0,40.0
788033,0.154,243.55,2.6,15.0,6.0,23.0,17.0,1.0
44799,0.068,237.45,7.0,16.0,1.0,20.0,3.0,0.0
1087097,0.0,247.38,2.6,1.0,9.0,15.0,41.0,0.0
1182936,0.188,241.99,1.8,17.0,3.0,5.0,0.0,0.0
1333526,0.272,241.32,7.0,29.0,6.0,18.0,50.0,20.0
706832,0.354,242.07,7.2,20.0,4.0,13.0,56.0,19.0
901929,0.0,241.1,0.8,9.0,3.0,1.0,33.0,1.0
9689,0.086,239.64,11.4,23.0,12.0,10.0,53.0,17.0
1122303,0.0,248.12,1.0,2.0,3.0,2.0,27.0,0.0
2007303,0.216,240.06,3.2,10.0,10.0,16.0,27.0,1.0
1122447,0.108,247.53,1.4,2.0,3.0,4.0,51.0,0.0
1360926,0.198,241.41,7.0,18.0,7.0,19.0,30.0,20.0
1127229,0.078,245.03,1.4,2.0,6.0,12.0,33.0,0.0
683694,0.088,242.05,5.6,4.0,4.0,12.0,18.0,18.0
223563,0.254,233.22500000000002,13.9,20.0,5.0,23.0,27.0,18.0
2010850,0.064,242.46,1.4,13.0,10.0,3.0,34.0,1.0
1963434,0.122,243.25,1.6,9.0,10.0,5.0,18.0,0.0
539660,0.0,238.82,11.0,26.0,12.0,11.0,44.0,17.0
984941,0.07,243.0,2.8,30.0,10.0,17.0,5.0,0.0
1880399,0.154,241.29,4.2,14.0,7.0,13.0,23.0,2.0
357062,0.0,240.21,0.4,21.0,8.0,16.0,26.0,0.0
197590,0.0,236.65,5.2,5.0,2.0,22.0,34.0,0.0
816172,0.0,240.22,0.6,7.0,5.0,12.0,16.0,0.0
696854,0.214,241.54,1.8,13.0,4.0,15.0,38.0,2.0
528491,0.092,241.45,6.6,18.0,12.0,17.0,35.0,1.0
699806,0.154,246.84,1.6,15.0,4.0,16.0,50.0,3.0
194779,0.0,238.83,1.2,30.0,4.0,23.0,43.0,0.0
1723598,0.212,238.29,6.0,27.0,3.0,16.0,2.0,20.0
124554,0.208,239.41,1.8,13.0,3.0,5.0,18.0,1.0
476735,0.40800000000000003,234.24,9.6,11.0,12.0,18.0,59.0,1.0
446151,0.0,238.19,5.2,22.0,10.0,13.0,15.0,17.0
926755,0.0,242.27,7.2,20.0,9.0,7.0,19.0,19.0
2053975,0.2,243.17,1.8,11.0,12.0,2.0,19.0,1.0
1452729,0.40800000000000003,240.9,13.9,20.0,9.0,13.0,33.0,19.0
1279302,0.0,241.84,1.0,23.0,5.0,3.0,6.0,1.0
1153933,0.13,243.42,1.6,25.0,2.0,1.0,37.0,0.0
1145840,0.0,237.76,1.4,19.0,2.0,10.0,44.0,0.0
296031,0.324,238.13,12.6,7.0,10.0,7.0,15.0,20.0
342500,0.108,236.17,5.2,8.0,11.0,13.0,44.0,17.0
1129037,0.132,235.11,12.8,2.0,7.0,18.0,41.0,17.0
1675413,0.054,240.91,1.4,22.0,2.0,4.0,57.0,0.0
1851502,0.234,239.93,1.8,24.0,6.0,11.0,46.0,1.0
1339607,0.0,242.66,0.6,7.0,4.0,0.0,11.0,1.0
1174984,0.194,243.43,3.4,3.0,11.0,16.0,28.0,0.0
322952,0.098,238.41,0.8,28.0,7.0,23.0,56.0,0.0
